Data,Vendedor,Cliente,Região,Produto,Valor
44192,Paulo,Suellen Torres,Nordeste,Excel,500
44192,Alon,Ramon Said,Centro-Oeste,VBA,600
44192,Marcus,Bárbara Souza,Sul,Excel,500
44193,Alon,Pedro Aragão,Sudeste,VBA,600
44194,Paulo,Saranna Andréa,Sul,PowerPoint,300
44194,Gabriel,Adrian Sofia,Sudeste,PowerPoint,450
44194,Marcus,Luize Luiz,Sul,PowerPoint,300
44194,Paulo,Gabrielle Madrid,Sul,PowerPoint,300
44195,Paulo,Érico Bernhardt,Sul,PowerPoint,300
44195,Marcus,Daniele Bailly,Centro-Oeste,PowerPoint,450
44195,João,Liara Portillo,Nordeste,Excel,500
44196,Diego,Thayza Beatriz,Sudeste,VBA,600
44196,Gabriel,Raíza Vaz,Norte,Excel,500
44196,Gabriel,Cícero Brasil,Sudeste,PowerPoint,450
44196,Paulo,Emilaine Yang,Nordeste,Excel,500
44196,Gabriel,Átila Fernandes,Sudeste,VBA,600
44197,Paulo,Ruan Esquenazi,Sudeste,VBA,600
44197,Marcus,Marcella Arthur,Sul,PowerPoint,450
44197,João,Thiago Iris,Nordeste,VBA,600
44198,Diego,Victória Neiva,Sudeste,Excel,500
44198,Diego,Michelle Roberto,Sudeste,VBA,600
44198,Diego,Priscilla Provenzano,Norte,VBA,600
44199,Gabriel,Ericka Lopez,Norte,VBA,600
44199,Alon,Samantha Amaral,Nordeste,VBA,600
44200,Alon,Thalles Rosa,Sudeste,VBA,600
44200,Marcus,Luísa Coelli,Sudeste,VBA,600
44200,Marcus,José Hippertt,Norte,Excel,500
44200,Gabriel,Leandro Fontenelle,Nordeste,PowerPoint,450
44200,Gabriel,Victória Abranches,Sul,PowerPoint,300
44201,João,Gabriella Chousa,Sudeste,VBA,600
44201,Diego,Mayná Vianna,Norte,Excel,500
44201,Alon,Cláudia Lacerda,Sudeste,VBA,600
44201,Gabriel,Tadeu Accardo,Sudeste,VBA,600
44202,João,Andre Madrid,Norte,VBA,600
44202,Alon,Itai Silva,Sudeste,VBA,600
44203,Paulo,Joel Fracalossi,Norte,Excel,500
44203,João,Zilma Thamires,Norte,Excel,500
44205,João,Constantino Gerhad,Sul,Power BI,300
44205,Alon,Antonia Hejda,Sudeste,VBA,600
44205,Paulo,Emilaine Barboza,Nordeste,Python,450
44206,Diego,Letícia Bittencourt,Norte,Excel,500
44206,Gabriel,Rodney Casal,Sul,Python,450
44207,Paulo,Thomas Araujo,Sudeste,Excel,500
44207,Alon,Nuno Rocha,Sudeste,VBA,600
44207,Diego,Diogo Portella,Centro-Oeste,Excel,500
44208,Alon,Millena Sena,Norte,VBA,600
44208,Marcus,Joao Ramos,Sudeste,Excel,500
44208,Marcus,Marisol Lima,Norte,Python,450
44209,Marcus,Karollayne Sodré,Sul,VBA,600
44210,Gabriel,Gabryela Coelli,Sudeste,Python,450
44210,João,Nélio Bittencourt,Nordeste,Excel,500
44210,João,Arnôr Raggi,Sul,Python,450
44210,Alon,Yla Kohn,Sul,Python,450
44210,Alon,Silvana Faria,Sul,Power BI,300
44210,Marcus,Adrizia Júnior,Sudeste,Excel,500
44210,João,Yohanan Dourado,Norte,Python,450
44211,Diego,Wellington Gitirana,Centro-Oeste,Python,450
44212,João,Nuno Póvoa,Sudeste,Python,450
44213,Gabriel,Ericka Baldanzi,Nordeste,Excel,500
44213,Paulo,Jônatas Rozenbaum,Norte,Excel,500
44213,Paulo,Gil Felippe,Sudeste,VBA,600
44213,Diego,Jamile Pereira,Sul,Power BI,300
44214,Marcus,Débora Baptista,Sudeste,VBA,600
44214,Diego,Andre Cassia,Sudeste,VBA,600
44214,Diego,Gabryela Monteiro,Sul,Power BI,300
44214,Gabriel,Raul Gabrielen,Norte,VBA,600
44214,Marcus,Giovani Madruga,Norte,VBA,600
44215,João,Angelo Seidensticker,Centro-Oeste,Excel,500
44216,João,Lucas Antônio,Centro-Oeste,Python,450
44216,Marcus,Luca Yang,Sul,Power BI,300
44218,Alon,Cassio Martins,Nordeste,Excel,500
44218,Paulo,Thiago Torres,Sul,Power BI,300
44218,Paulo,Thayane Vannier,Nordeste,Excel,500
44218,Marcus,Gil Cravo,Sudeste,Python,450
44218,João,Nathália Flávia,Sul,Power BI,300
44219,Marcus,Glenda Veloso,Sudeste,PowerPoint,300
44220,Marcus,Iuri Morgado,Norte,Excel,500
44220,Marcus,Karollayne Mac,Nordeste,PowerPoint,300
44221,Gabriel,Edjailma Rosales,Sudeste,PowerPoint,450
44221,Marcus,Julyana Ladogano,Nordeste,PowerPoint,450
44221,Marcus,Carol Aziz,Nordeste,PowerPoint,450
44221,Gabriel,Mylla Mathias,Norte,PowerPoint,450
44221,Marcus,Sofia Figueiredo,Centro-Oeste,Excel,500
44221,Alon,Nathalya Zidan,Nordeste,PowerPoint,450
44222,Gabriel,Lucas Silva,Sudeste,Excel,500
44222,Diego,Cynthia Freire,Norte,Excel,500
44222,Gabriel,Jennifer Guilhem,Sul,PowerPoint,300
44223,Marcus,Lohany Campelo,Nordeste,PowerPoint,450
44223,Diego,Walmyr Sodré,Nordeste,PowerPoint,450
44223,Alon,Walter Priscilla,Norte,PowerPoint,450
44224,Alon,Christine Francisca,Centro-Oeste,Excel,500
44224,João,Ian Luiza,Centro-Oeste,PowerPoint,450
44224,Paulo,Marcele Cossich,Nordeste,Excel,500
44224,Paulo,Maria Taylor,Centro-Oeste,PowerPoint,450
44224,Marcus,Francisco Cassabian,Sudeste,PowerPoint,450
44224,João,Emanuella Fernando,Sudeste,Excel,500
44224,Marcus,Débora Aparecida,Sul,PowerPoint,300
44224,João,Alvaro Rabelo,Sul,VBA,600
44224,João,Norman Suzano,Nordeste,PowerPoint,450
44224,Alon,Igor Borges,Sudeste,Excel,500
44225,Paulo,Ylana Paula,Centro-Oeste,Excel,500
44225,Alon,Isabelle Baptista,Centro-Oeste,PowerPoint,300
44225,Diego,Adriano Semeraro,Norte,Excel,500
44225,Diego,Karen Balassiano,Nordeste,VBA,600
44225,Gabriel,Flávia Dourado,Sudeste,PowerPoint,450
44226,Alon,Cynthia Ronfini,Sudeste,VBA,600
44226,Marcus,Vicente Rivero,Centro-Oeste,VBA,600
44226,Paulo,Enrique Messias,Sul,PowerPoint,300
44226,Marcus,Nina Sérgius,Norte,Excel,500
44227,Alon,Isabella Villela,Norte,VBA,600
44227,Diego,Gabryela Rozenbaum,Sudeste,VBA,600
44227,João,Jonathas Anunciação,Nordeste,Excel,500
44227,Gabriel,Frederico Hudson,Norte,Excel,500
44228,Paulo,Francyne Cossich,Nordeste,PowerPoint,300
44228,Paulo,Glenda Vilas,Sudeste,Power BI,300
44228,Diego,Carla Mateus,Nordeste,Excel,500
44229,Paulo,Venan Valladares,Sudeste,Excel,500
44229,Paulo,Izadora Albano,Centro-Oeste,Power BI,300
44230,Gabriel,Leonardo Marendino,Centro-Oeste,Python,450
44230,Paulo,Lyandra Neiva,Centro-Oeste,Power BI,300
44230,Marcus,Thayssa Bogossian,Norte,Power BI,300
44230,Gabriel,jucelia Ione,Sudeste,Power BI,300
44230,Paulo,Daniella Bizzo,Sul,Python,450
44231,Marcus,Ananda Whitaker,Sudeste,VBA,600
44232,Paulo,Antônio Morais,Sudeste,Power BI,300
44232,João,Gizele Madeira,Sudeste,VBA,600
44232,Diego,Breno Felix,Norte,Excel,500
44233,João,Ester Kohn,Sudeste,Excel,500
44233,Alon,Julia Paes,Norte,Power BI,300
44233,Marcus,Loreni Amor,Norte,VBA,600
44234,Diego,Tadeu Palha,Nordeste,Excel,500
44234,Marcus,Giovanna Perim,Sul,Excel,500
44235,João,Diogo Abi-Ramia,Nordeste,Excel,500
44236,Marcus,Karina Baltar,Centro-Oeste,VBA,600
44236,Marcus,Sylvia Ferrer,Nordeste,Power BI,300
44236,Alon,Carlos Miguel,Sudeste,VBA,600
44236,João,Victória Rosa,Sudeste,Excel,500
44236,Alon,Izabelle Lobato,Norte,VBA,600
44236,Alon,Jefferson Semeraro,Sudeste,Power BI,300
44238,Diego,Emmanuel Victório,Centro-Oeste,Power BI,300
44238,João,Platini Iane,Centro-Oeste,Python,450
44238,João,Leandro Júnior,Sudeste,Python,450
44238,João,Alan Caffaro,Sul,Python,450
44238,Gabriel,Érica Felix,Nordeste,Excel,500
44238,João,Alon Blumberg,Sudeste,Python,450
44238,Diego,Davi Póvoa,Centro-Oeste,Power BI,300
44239,Alon,Ludmila Póvoa,Sudeste,VBA,600
44239,Alon,Yuri Sant'Anna,Sudeste,VBA,600
44239,Alon,Iasmim Espíndola,Sudeste,Power BI,300
44239,João,Daniel Senderowicz,Nordeste,Python,450
44239,Diego,Mateus Fernando,Norte,VBA,600
44239,Gabriel,Marisol Fróes,Sul,Python,450
44240,João,Livia Bernhardt,Sul,Power BI,300
44240,Paulo,Jade Smolarek,Sudeste,Excel,500
44240,Alon,Luã Portillo,Sudeste,Excel,500
44240,Diego,Érica Valle,Sudeste,VBA,600
44240,Marcus,Rodolfo Varanda,Sudeste,VBA,600
44241,Alon,Iasmim Emmerick,Nordeste,Excel,500
44241,Gabriel,Mauricio Fogacia,Nordeste,Excel,500
44242,Diego,Yasser Vinicius,Norte,VBA,600
44242,Diego,Davi Scaldini,Sudeste,Python,450
44242,João,Nina Andréa,Sudeste,VBA,600
44243,Gabriel,Rhanna Suzano,Norte,Excel,500
44243,Alon,Renato Silva,Norte,Python,450
44243,Paulo,Ericka Thadeu,Nordeste,Excel,500
44243,Paulo,Tainah Ricardo,Sudeste,VBA,600
44243,Marcus,Walter Fontes,Sudeste,VBA,600
44243,João,Breno Magalhães,Sudeste,Python,450
44243,Paulo,Anna Felix,Nordeste,VBA,600
44243,Paulo,Cecília Gallo,Sul,Python,450
44244,Gabriel,Thauan Bandeira,Nordeste,Python,450
44244,Marcus,Gil Marques,Nordeste,Excel,500
44244,Paulo,Bernardo Praxedes,Sudeste,Excel,500
44245,Marcus,Denilton Baptista,Centro-Oeste,Python,450
44245,Paulo,Hugo Yudi,Nordeste,Excel,500
44245,Paulo,Juliane Coelli,Sudeste,Excel,500
44246,Alon,Julie Maria,Sul,Power BI,300
44246,Diego,Marjorie Guilhem,Sul,Python,450
44246,Gabriel,Flávia Jardim,Sudeste,VBA,600
44246,João,Nicolas Monte,Centro-Oeste,Power BI,300
44246,Gabriel,Giovana Amorim,Sudeste,Excel,500
44247,Alon,William Fragoso,Norte,Python,450
44247,Gabriel,Marianna Pedro,Norte,Excel,500
44247,Diego,Vitória Paulino,Sudeste,Python,450
44248,Marcus,Gabriela Kranz,Centro-Oeste,Excel,500
44248,Gabriel,Cícero Carvalhal,Sul,VBA,600
44248,Alon,Daniele Pisani,Nordeste,Power BI,300
44249,João,Hanna Salomão,Sudeste,Excel,500
44249,Marcus,Patricia Rosales,Centro-Oeste,Power BI,300
44250,João,Érico Silveira,Nordeste,Excel,500
44250,Paulo,Sebastião Paes,Centro-Oeste,Python,450
44250,Paulo,Katarine Lucas,Sudeste,Power BI,300
44250,João,Raianne Amor,Norte,Power BI,300
44250,Diego,Pâmella Ribas,Norte,VBA,600
44252,Gabriel,Yan Lucas,Norte,VBA,600
44252,Gabriel,Camille Rubinstein,Sudeste,Power BI,300
44252,João,Ary Yehudah,Sudeste,VBA,600
44252,Paulo,Ives Piero,Sudeste,Python,450
44253,Alon,Thamires Rubio,Norte,Python,450
44253,Alon,Silvio Bento,Sudeste,VBA,600
44253,João,Ciro Menezes,Sudeste,VBA,600
44253,João,Elisa Franca,Norte,Excel,500
44253,João,Morgana Roedel,Norte,Excel,500
44254,Diego,Nathan Cravo,Sudeste,Power BI,300
44254,João,Barbara Trevisan,Sul,Excel,500
44254,João,Philipe Tkotz,Sul,Power BI,300
44254,Paulo,Taila Guimarães,Nordeste,Excel,500
44254,Paulo,Haroldo Rosolia,Nordeste,Excel,500
44254,Diego,Philipe Moreira,Sul,Python,450
44254,Marcus,Thadeu Franco,Sul,Excel,500
44254,Paulo,Lucca Lauzana,Centro-Oeste,Python,450
44254,João,Ana Ferreirinha,Centro-Oeste,VBA,600
44255,Marcus,Marjorie Pellegrini,Nordeste,VBA,600
44255,Gabriel,Gabryela Zambrotti,Sudeste,VBA,600
44256,Marcus,Thays Goldoni,Norte,Python,450
44256,Gabriel,Thayna Valladares,Sudeste,VBA,600
44256,Alon,Marcella Balbi,Centro-Oeste,Power BI,300
44256,Gabriel,Marisol Marendino,Sudeste,VBA,600
44256,Paulo,Barbara Almawi,Nordeste,Python,450
44256,Marcus,Igor Martins,Norte,VBA,600
44257,João,Gleydson Blumgrund,Norte,Excel,500
44257,Paulo,Yuske Tkotz,Sudeste,VBA,600
44257,João,Anna Cristine,Sul,Excel,500
44257,Paulo,Júlio Heleno,Nordeste,Excel,500
44258,Marcus,Emilaine Bailly,Sul,Power BI,300
44258,Alon,Ary Zacharias,Norte,Excel,500
44259,Gabriel,Adrielle Monteiro,Sudeste,VBA,600
44260,Paulo,Andrew Cavalcante,Nordeste,VBA,600
44260,Gabriel,Izadora Riany,Nordeste,Excel,500
44260,João,Cézar Castello,Sudeste,VBA,600
44260,Marcus,Marjorie Vanzo,Sul,Excel,500
44260,João,Sandy Totti,Norte,Excel,500
44261,João,Norbertho Campelo,Nordeste,Python,450
44262,Marcus,Cézar Souza,Sul,Python,450
44263,Paulo,Alberto Barrionuevo,Sudeste,Excel,500
44263,João,Rhuan Coelli,Sudeste,Python,450
44263,João,Fillipe Arslanian,Sudeste,VBA,600
44263,Gabriel,Vitória Cunha,Sudeste,Python,450
44264,Gabriel,Carla Beatriz,Sudeste,Excel,500
44264,João,Thomaz Jardim,Sudeste,Excel,500
44265,Alon,Allan Rosolia,Norte,Power BI,300
44265,Gabriel,Marjorie do,Norte,Power BI,300
44265,João,Daniele Guilherme,Norte,Power BI,300
44266,Paulo,Leticia Brandão,Nordeste,Power BI,300
44266,Marcus,Rodney Frossard,Sudeste,Excel,500
44266,Gabriel,Fillipe Jalles,Nordeste,VBA,600
44266,Marcus,João Silvestre,Norte,Excel,500
44266,Marcus,Alvaro Nemitz,Sudeste,Excel,500
44267,Gabriel,Jonas Thome,Centro-Oeste,PowerPoint,450
44267,Diego,Raiam Junqueira,Sudeste,Excel,500
44267,Paulo,Emanuella Kohn,Norte,PowerPoint,450
44267,Diego,Thauan Villela,Sudeste,VBA,600
44268,Alon,Alexia Tkotz,Sul,PowerPoint,300
44268,Gabriel,Jorge Castello,Sudeste,VBA,600
44268,João,Danielle Campelo,Norte,Excel,500
44269,João,Paula Chein,Norte,Excel,500
44269,Alon,Leandro Coimbra,Sudeste,VBA,600
44269,Diego,Leila Miehrig,Sul,Excel,500
44270,João,Thomáz Junqueira,Sudeste,PowerPoint,300
44271,Marcus,Priscila Silva,Sudeste,PowerPoint,300
44271,Gabriel,Thayna Fontana,Sudeste,VBA,600
44272,João,Christian Taylor,Norte,PowerPoint,450
44272,João,Thomaz Silva,Centro-Oeste,VBA,600
44272,Paulo,Danielle Fernando,Centro-Oeste,VBA,600
44273,Gabriel,Ruan Baruki,Nordeste,Excel,500
44274,Gabriel,Vicente Volpi,Sudeste,VBA,600
44275,Paulo,Pâmella Júnior,Nordeste,PowerPoint,450
44275,Alon,Érico Rocha,Sudeste,VBA,600
44275,Diego,Gabriela Firmo,Sul,PowerPoint,300
44276,Gabriel,Dykson Junqueira,Centro-Oeste,PowerPoint,300
44276,Marcus,Andrew Guilherme,Centro-Oeste,Excel,500
44276,João,Samantha Cromwell,Sudeste,VBA,600
44276,Gabriel,Norbertho Rottas,Norte,VBA,600
44278,Diego,Débora Sara,Sudeste,VBA,600
44278,Paulo,Nina Paes,Nordeste,PowerPoint,300
44278,Diego,Luã Vargas,Nordeste,PowerPoint,450
44279,Alon,Paulo Abreu,Nordeste,PowerPoint,450
44279,Diego,Raul Abramovitz,Norte,PowerPoint,300
44280,João,Renato do,Norte,Excel,500
44280,Paulo,Yohanan Bandeira,Nordeste,Excel,500
44281,Paulo,Lucca Rosa,Centro-Oeste,PowerPoint,450
44281,Gabriel,Karline Rottas,Sudeste,Power BI,300
44281,Alon,Heitor Tkotz,Norte,Python,450
44282,Paulo,Taís Praxedes,Sul,Python,450
44282,Gabriel,Thayza Aragão,Norte,Python,450
44282,Gabriel,Cleberson Jundi,Norte,Power BI,300
44282,Diego,Alvaro Osman,Sul,Python,450
44282,João,Thomaz Troccoli,Norte,Power BI,300
44282,João,Raul Montenegro,Sudeste,VBA,600
44283,Alon,Francisco Rey,Sudeste,VBA,600
44284,Marcus,Renata Bakman,Centro-Oeste,Python,450
44284,Paulo,Wendela Gitirana,Norte,VBA,600
44284,Marcus,Nivea Vanzo,Nordeste,Power BI,300
44284,João,Gabriela Cossich,Norte,Power BI,300
44284,Alon,Igor Piccinini,Nordeste,Python,450
44284,Paulo,Emilaine Otavio,Sul,Power BI,300
44285,Alon,Edgard Augusto,Norte,Python,450
44285,Diego,Marcelle Neviani,Norte,VBA,600
44285,Gabriel,Thayssa Viana,Sudeste,VBA,600
44286,Gabriel,Ighor Tribuzy,Centro-Oeste,VBA,600
44286,Alon,Sergio Heleno,Sudeste,VBA,600
44287,Gabriel,Andreza Vilachã,Centro-Oeste,VBA,600
44287,Gabriel,Murillo Bello,Nordeste,Power BI,300
44287,João,Sandy Lauzana,Sudeste,Power BI,300
44288,Diego,Giovanna Tavares,Norte,Excel,500
44288,Marcus,Valentina Carmo,Nordeste,Python,450
44288,João,Reinaldo Aguiar,Norte,Power BI,300
44289,Gabriel,Breno Ricardo,Centro-Oeste,Python,450
44289,Alon,Alessandra Soibelman,Nordeste,Excel,500
44289,Diego,Manuela Amaral,Norte,Excel,500
44289,João,Camille Paes,Centro-Oeste,Python,450
44289,Alon,Norman Francisco,Norte,Excel,500
44289,João,Alfredo Bailly,Centro-Oeste,Python,450
44290,João,Nathalie Nogueira,Centro-Oeste,Python,450
44291,Diego,Domenik Troccoli,Norte,Power BI,300
44291,Diego,Myllena Albano,Norte,Power BI,300
44291,João,Izabella Cardoso,Nordeste,Python,450
44291,Marcus,Mayná Almeida,Norte,Power BI,300
44291,Gabriel,Rafaela Amor,Sudeste,Power BI,300
44291,Paulo,Cláudia Bailly,Centro-Oeste,Excel,500
44292,Marcus,Douglas Rabelo,Norte,VBA,600
44292,João,Andressa Sodré,Sudeste,Python,450
44292,Gabriel,Tayna Yosef,Norte,Excel,500
44292,Paulo,Ramon Barros,Sudeste,Excel,500
44292,Diego,Elida Domingues,Sudeste,VBA,600
44292,João,Matheus Trinta,Centro-Oeste,VBA,600
44293,Diego,Rojane César,Sudeste,VBA,600
44293,Alon,Isabelle Jose,Sul,Power BI,300
44293,Paulo,Wesley Brasil,Nordeste,Power BI,300
44293,Alon,Helen Mendes,Norte,Excel,500
44294,Gabriel,Rogério Primo,Sudeste,Power BI,300
44294,João,Cecília Bello,Norte,Excel,500
44294,Alon,Geani Farah,Norte,VBA,600
44295,Alon,Suelen Latgé,Sudeste,Excel,500
44296,João,Karoline Rossi,Nordeste,Python,450
44296,Paulo,Iris Maia,Norte,Power BI,300
44297,João,Vivian Cesar,Centro-Oeste,Python,450
44297,Diego,Giuseppe Borba,Sudeste,Power BI,300
44297,João,Elena Madrid,Nordeste,Python,450
44297,Diego,Davi Novaes,Sul,Power BI,300
44298,João,Taila Vilachã,Norte,VBA,600
44298,Diego,Alexandre Rebello,Norte,Excel,500
44298,Marcus,Ingra Machado,Sudeste,VBA,600
44299,Alon,Geani Corrêa,Sul,Excel,500
44299,João,Christine Alvim,Sudeste,VBA,600
44299,Diego,Rafaela Villela,Norte,Python,450
44299,Paulo,Maurício Jalles,Norte,Python,450
44299,Diego,Geam Azeredo,Nordeste,Power BI,300
44299,João,Priscila Goulart,Sudeste,Excel,500
44300,Paulo,Melissa Junqueira,Nordeste,VBA,600
44300,João,Felipe Marcio,Nordeste,Excel,500
44300,Paulo,Jessika Comas,Sudeste,Word,600
44300,João,Gisely Lopez,Nordeste,Word,500
44301,João,Rachel Silvalmas,Norte,Python,450
44301,João,Cláudia Aguiar,Nordeste,Word,500
44301,João,Valéria Falcão,Norte,Python,450
44302,Marcus,Marcello Póvoa,Sudeste,Python,450
44302,João,Marisol Souza,Sudeste,Python,450
44302,Gabriel,Debora Albano,Norte,Python,450
44302,João,Marcus Costa,Sudeste,PowerPoint,300
44302,Gabriel,Stela Palha,Norte,Word,600
44303,João,Ysabella Itapary,Sul,Word,500
44303,Alon,Yasmim Freixo,Centro-Oeste,Power BI,300
44303,Gabriel,Jorge Gabrielle,Norte,Word,600
44304,Marcus,Adelino Abreu,Sul,Python,450
44304,Marcus,Wellington Bezerra,Sul,Word,600
44305,Alon,Carlos Piccinini,Centro-Oeste,Python,450
44305,Paulo,Tadeu Rubio,Sudeste,Word,600
44305,Alon,Ylana Caldas,Sudeste,Python,450
44306,Alon,Lohany Comas,Sudeste,Word,600
44306,Gabriel,Sara Muniz,Sul,Word,500
44306,Gabriel,Jean Villar,Nordeste,Word,500
44306,João,Eduarda Sofia,Sul,Word,600
44306,João,Douglas Cassabian,Norte,PowerPoint,450
44306,Gabriel,Jennifer Ban,Centro-Oeste,PowerPoint,300
44307,João,Thauan Baptista,Sul,PowerPoint,450
44307,Marcus,Etiene Priscilla,Sul,PowerPoint,300
44307,Paulo,Alfredo Bartholo,Nordeste,PowerPoint,300
44308,Marcus,Giulia Sena,Centro-Oeste,PowerPoint,450
44308,Marcus,Ylana Silveira,Centro-Oeste,PowerPoint,450
44308,João,Iris Luiz,Sul,PowerPoint,450
44309,João,Cícero Tassara,Norte,PowerPoint,500
44310,Paulo,Gizele Madeira,Nordeste,PowerPoint,450
44310,Marcus,Izabel Souza,Sudeste,PowerPoint,300
44310,Paulo,Adriane Rivero,Centro-Oeste,PowerPoint,500
44310,João,Barbara Macedo,Sul,PowerPoint,300
44310,Gabriel,Isaac Galera,Norte,PowerPoint,600
44311,Marcus,Laura Reyna,Centro-Oeste,PowerPoint,450
44311,Diego,Thayli Bastos,Sul,Word,600
44311,Marcus,Zilma Paula,Nordeste,Python,450
44312,Alon,Marco Cristine,Nordeste,Python,450
44312,Diego,Monique Fagundes,Sudeste,VBA,600
44312,Gabriel,Rodolfo Mello,Norte,Python,450
44313,Paulo,Geam Yudi,Norte,Excel,500
44313,Marcus,Hiaiune Fontenele,Norte,Excel,500
44314,João,Jose Primo,Sudeste,VBA,600
44315,Gabriel,Lucas Mac,Sudeste,Excel,500
44316,Marcus,Rilson Alvarenga,Norte,VBA,600
44316,Alon,Cláudia Tkotz,Nordeste,Python,450
44317,Diego,Carlos Sousa,Sudeste,VBA,600
44317,Paulo,Daniella Heleno,Norte,Python,450
44317,Diego,Nuno Rozenbaum,Norte,Excel,500
44317,Marcus,Jessica Costalforne,Sul,Power BI,300
44317,Gabriel,Rilson Cavadas,Nordeste,Excel,500
44318,Gabriel,Cristina Florêncio,Centro-Oeste,Python,450
44318,João,Jose Coelli,Sul,Power BI,300
44318,Marcus,Gianluca Barros,Sudeste,Excel,500
44319,Gabriel,Bernard Machado,Sul,Power BI,300
44319,Paulo,Micaele Spata,Sudeste,VBA,600
44319,Marcus,Jéssica Gameiro,Nordeste,Excel,500
44320,Alon,Dalvan Campos,Sul,Power BI,300
44320,Marcus,Enrico Jobim,Nordeste,Python,450
44320,Marcus,Taís Abranches,Centro-Oeste,Excel,500
44321,Diego,Giovanna Silvagasperi,Norte,VBA,600
44321,Paulo,Danielle La,Norte,Python,450
44321,Marcus,Rebecca Vilachã,Sul,VBA,600
44321,João,Daniele Gomes,Sul,Power BI,300
44321,Paulo,Vitória Furtado,Nordeste,Excel,500
44322,Alon,Thamara Pires,Sudeste,Excel,500
44322,Paulo,Rebeca Bittencourt,Centro-Oeste,Excel,500
44322,Paulo,Izabel Menaged,Sul,Python,450
44322,Paulo,Lígia Sena,Sul,VBA,600
44323,Marcus,Nathalie Tavares,Centro-Oeste,VBA,600
44324,Marcus,Breno Valladares,Norte,Python,450
44324,Paulo,Ricardo Marino,Norte,VBA,600
44324,Marcus,Heitor Carelli,Sul,Power BI,300
44324,João,Alon Hermano,Nordeste,VBA,600
44326,Gabriel,Thayssa Luz,Sudeste,VBA,600
44326,Gabriel,Gleydson Brasil,Sul,Power BI,300
44326,Gabriel,Davi Guilhem,Sudeste,VBA,600
44326,Alon,Nicholas Penedo,Sudeste,VBA,600
44327,João,Samantha Silva,Nordeste,Power BI,300
44327,João,Walter Jose,Norte,Power BI,300
44328,Alon,Verônica Fecha,Norte,Python,450
44329,Paulo,Andre Cromwell,Nordeste,Power BI,300
44329,Paulo,Yasser Anunciação,Norte,VBA,600
44329,Alon,Amanda Suzano,Sudeste,Power BI,300
44330,João,Jamile Gabriel,Sudeste,VBA,600
44330,Paulo,Nathália José,Nordeste,Power BI,300
44330,Diego,Artur Morgado,Sudeste,VBA,600
44330,Alon,Erik Taylor,Norte,Power BI,300
44330,Alon,Jonas Tkotz,Norte,VBA,600
44330,Marcus,Giuseppe Ferrer,Centro-Oeste,Excel,500
44330,Marcus,Helena Francisco,Centro-Oeste,Python,450
44330,Marcus,Andrew Bitencourt,Sul,PowerPoint,450
44330,João,Christiane Novaes,Sul,PowerPoint,450
44332,Paulo,Pâmella Flavio,Centro-Oeste,PowerPoint,600
44332,Gabriel,Stela Sérgius,Norte,PowerPoint,500
44333,Alon,Izabella Moura,Centro-Oeste,PowerPoint,600
44334,Alon,Adailton Pires,Norte,PowerPoint,300
44334,Paulo,Denilton Batista,Centro-Oeste,PowerPoint,300
44334,Alon,Alex Yumi,Norte,PowerPoint,500
44334,Gabriel,Rodolfo Silotti,Centro-Oeste,PowerPoint,300
44335,Gabriel,Jessica Torres,Sul,PowerPoint,300
44335,Alon,Danielle Miehrig,Nordeste,PowerPoint,300
44335,Gabriel,Maurício Cavalca,Sul,PowerPoint,300
44335,Marcus,Glenda Felippe,Sul,PowerPoint,600
44335,Alon,Ana Aragão,Nordeste,PowerPoint,450
44336,João,Leon Madruga,Nordeste,PowerPoint,500
44336,João,Talline Coimbra,Sul,PowerPoint,500
44337,João,Renan Bastos,Sudeste,PowerPoint,600
44337,Paulo,Edgard Mizrahy,Sudeste,PowerPoint,600
44337,Marcus,Eduardo Alvim,Norte,PowerPoint,450
44338,Gabriel,Lorena Riany,Centro-Oeste,PowerPoint,600
44338,Diego,Jessica Halinck,Sudeste,PowerPoint,600
44339,João,Jennifer Caroline,Sudeste,PowerPoint,500
44339,Paulo,Domenik Vaz,Sul,PowerPoint,300
44339,Marcus,Venan Cravo,Norte,PowerPoint,450
44340,João,Hiago Ribeiro,Norte,PowerPoint,500
44340,João,Thomas Costa,Norte,PowerPoint,300
44340,Paulo,Wagner Garambone,Norte,VBA,600
44341,Alon,Yan Caffaro,Sudeste,VBA,600
44341,Diego,Thaisa Lopez,Norte,Excel,500
44342,Marcus,Simone Guimarães,Sudeste,VBA,600
44342,Alon,Khaio Moreno,Sudeste,Excel,500
44342,Paulo,Catarina Tribuzy,Sudeste,Excel,500
44342,Marcus,Andre Souza,Nordeste,Python,450
44342,João,Flávio Raggi,Norte,Excel,500
44342,Gabriel,Jônatas Rabelo,Sudeste,Python,450
44343,Gabriel,Juliana Vilachã,Nordeste,Python,450
44343,Paulo,Cristina Pisani,Sul,Python,450
44343,Gabriel,Walmyr Peixoto,Nordeste,Power BI,300
44343,João,Alexia Orind,Sul,Excel,500
44344,Diego,Isis Francisco,Sul,Power BI,300
44344,João,Mayná Domingues,Norte,Python,450
44344,João,Juliane Lara,Sul,Python,450
44344,João,Marcele Kranz,Norte,Python,450
44345,Marcus,Debora Magalhaes,Norte,Excel,500
44345,João,Isis Kohn,Centro-Oeste,Python,450
44346,João,Cleberson Campos,Centro-Oeste,Python,450
44346,Alon,Graziela Alves,Nordeste,Excel,500
